,Date,Market,Capital_used,ROI,Profit_Loss,Opened_trades,Closed_trades,Profitable_trades,Loosing_trades,Targets_met,Stoplosses_hit,broker_name,segment,trade_type,long_short,hourly_slots,pre_planned_or_adhoc,strategy_id
245,13/07/2021,IND,1017577,0.04,35615.19,45,19,18,1,15,0,C,FnO,positional,Short,2,2,4
246,05/07/2021,IND,333133,-0.11,-2331.93,40,29,23,6,9,1,C,Shares,intraday,Long,2,2,2
247,31/05/2021,IND,225071,0.36,5289.17,47,13,7,6,1,0,D, Equity,intraday,Long,3,2,10
248,09/04/2021,IND,537216,0.13,25517.76,27,20,10,10,6,9,B, Equity,scalping,Long,2,2,8
249,23/06/2021,IND,1145408,-0.55,8590.56,42,40,15,25,14,7,D,Forex,positional,Long,3,1,9
250,12/07/2021,IND,130791,0.52,2223.45,17,5,1,4,1,2,A,Shares,swing,Long,2,1,10
251,08/04/2021,IND,735180,0.07,-36759.0,20,8,1,7,0,2,C,Commodities,swing,Short,3,2,8
252,17/06/2021,IND,454068,-0.04,-10443.56,37,22,11,11,4,0,D,Commodities,scalping,Short,1,2,10
253,10/06/2021,IND,1395749,0.27,-18144.74,3,19,11,8,2,3,C, Equity,intraday,Short,3,2,7
254,02/07/2021,IND,831548,-0.26,-12473.22,48,9,8,1,4,0,D,Shares,intraday,Long,1,1,3
255,20/04/2021,IND,1270920,0.48,-19699.26,44,42,39,3,39,2,B,FnO,scalping,Short,3,2,8
256,22/04/2021,IND,106729,-0.36,1600.93,29,13,8,5,7,0,A,FnO,scalping,Long,4,2,5
257,15/05/2021,IND,230096,0.58,-1955.82,46,30,6,24,6,18,A,FnO,positional,Long,4,2,3
258,19/06/2021,IND,864760,-0.39,15565.68,36,26,18,8,17,1,A,Forex,positional,Long,1,1,4
259,30/05/2021,IND,1298886,0.08,-6494.43,44,39,8,31,0,0,B,FnO,swing,Short,3,1,4
260,30/06/2021,IND,1104979,0.6,-39779.24,38,5,4,1,4,0,A,Shares,intraday,Short,3,2,8
261,01/05/2021,IND,884640,-0.44,9731.04,15,9,7,2,4,2,D, Equity,intraday,Short,3,2,6
262,21/04/2021,IND,242066,-0.19,-9198.51,4,34,31,3,8,3,C,Commodities,scalping,Long,1,1,9
263,05/05/2021,IND,1244457,-0.48,-42933.77,1,48,1,47,0,35,A,Shares,intraday,Long,1,1,6
264,04/06/2021,IND,1424392,-0.04,-32048.82,14,33,20,13,10,12,A,Forex,intraday,Short,4,1,8
265,10/05/2021,IND,1071004,0.12,-19813.57,37,40,20,20,1,12,D,FnO,scalping,Short,3,1,2
266,03/05/2021,IND,911107,-0.02,-11844.39,38,46,43,3,17,0,B,Shares,intraday,Short,1,1,1
267,11/07/2021,IND,307188,-0.6,-14284.24,21,50,46,4,9,3,B,Commodities,swing,Short,1,2,4
268,01/04/2021,IND,582239,-0.24,-3784.55,32,8,6,2,3,2,A,Forex,intraday,Long,3,1,7
269,18/06/2021,IND,1498964,-0.04,41970.99,49,18,3,15,1,9,B,Shares,swing,Short,1,1,7
270,21/05/2021,IND,758848,0.14,17453.5,26,4,3,1,2,1,B, Equity,scalping,Short,3,2,8
271,01/04/2021,IND,1258815,-0.24,-18252.82,2,39,38,1,20,0,A, Equity,intraday,Long,2,2,3
272,17/06/2021,IND,159542,-0.04,5264.89,2,10,7,3,4,3,C, Equity,scalping,Long,1,1,4
273,15/07/2021,IND,1385856,1.02,24252.48,11,22,2,20,2,7,D,Commodities,intraday,Short,2,2,4
274,21/06/2021,IND,1323120,0.3,-51601.68,31,17,1,16,0,12,B,Shares,swing,Long,1,2,6
275,09/07/2021,IND,963056,-0.08,-34188.49,15,8,4,4,3,2,B,Shares,positional,Long,3,2,7
276,22/07/2021,IND,85383,-0.05,1622.28,4,32,2,30,0,12,D,Forex,swing,Long,1,2,1
277,23/05/2021,IND,832620,1.47,-35802.66,1,28,7,21,4,8,C,Forex,swing,Short,1,2,8
278,01/05/2021,IND,830572,-0.44,-21594.87,35,17,4,13,2,0,C,Shares,scalping,Long,1,1,5
279,06/06/2021,IND,1296452,-0.45,30466.62,39,24,3,21,1,9,C,Shares,swing,Short,3,1,8
280,14/05/2021,IND,1494119,-1.39,-63500.06,13,50,27,23,0,8,D,Commodities,swing,Long,3,2,2
281,07/04/2021,IND,92984,-0.48,-604.4,31,11,6,5,4,3,B,Commodities,swing,Long,1,2,4
282,13/06/2021,IND,779155,-0.16,10129.01,28,40,14,26,14,24,A, Equity,positional,Long,3,2,10
283,28/05/2021,IND,1392947,-0.15,27858.94,39,17,8,9,4,9,B,Shares,intraday,Long,3,2,2
284,15/05/2021,IND,1338524,0.58,-53540.96,21,24,13,11,5,1,A,Commodities,intraday,Short,4,1,4
285,07/05/2021,IND,1113418,-0.11,-26722.03,19,35,22,13,16,5,A, Equity,intraday,Short,4,2,3
286,13/04/2021,IND,834196,-0.03,40875.6,5,39,12,27,7,26,D,Forex,scalping,Short,1,1,7
287,01/04/2021,IND,122406,-0.24,-5508.27,25,4,3,1,1,0,A,FnO,positional,Long,1,1,1
288,13/06/2021,IND,819988,-0.16,-22959.66,48,43,27,16,0,13,D,Forex,positional,Long,4,2,4
289,19/06/2021,IND,1305740,-0.39,53535.34,35,22,11,11,5,4,D,Shares,positional,Short,4,2,3
290,18/07/2021,IND,1296456,-0.68,29818.49,44,16,9,7,7,4,D, Equity,swing,Long,3,2,5
291,25/06/2021,IND,563870,0.05,10431.59,16,4,4,0,2,0,C, Equity,intraday,Long,4,1,9
292,17/06/2021,IND,440288,-0.04,4182.74,5,27,21,6,16,6,B,Commodities,positional,Short,3,1,9
293,19/05/2021,IND,1494847,-0.47,-21675.28,5,38,14,24,13,5,D,FnO,scalping,Short,1,1,9
294,26/06/2021,IND,1235154,-1.72,-59904.97,38,1,0,1,0,1,B,FnO,swing,Short,2,2,1
295,20/07/2021,IND,1190765,0.01,57156.72,47,39,36,3,32,1,D, Equity,positional,Short,1,2,1
296,11/05/2021,IND,865723,0.42,-41987.57,12,50,28,22,22,4,D, Equity,positional,Short,3,1,2
297,21/04/2021,IND,254549,-0.19,-9545.59,39,38,5,33,4,5,B, Equity,scalping,Long,4,1,4
298,21/05/2021,IND,152188,0.14,6924.55,5,1,0,1,0,0,A,Commodities,scalping,Long,3,2,4
299,02/07/2021,IND,1403824,-0.26,-20355.45,7,13,2,11,1,0,C,Commodities,positional,Short,1,2,9
300,04/06/2021,IND,1157359,-0.04,-53817.19,2,40,34,6,12,0,D,Commodities,scalping,Short,4,1,6
301,01/05/2021,IND,1488701,-0.44,-70713.3,32,16,15,1,3,1,B,FnO,swing,Short,4,1,4
302,21/06/2021,IND,894246,0.3,-28168.75,13,13,2,11,1,6,D,FnO,positional,Short,1,2,10
303,02/06/2021,IND,243815,-0.92,8045.9,13,38,31,7,17,1,A,FnO,swing,Long,4,1,1
304,26/04/2021,IND,1167285,-0.1,-30349.41,19,29,4,25,0,4,D,Shares,positional,Long,3,1,9
305,18/06/2021,IND,1041442,-0.04,-49989.22,41,23,14,9,4,6,B,Forex,scalping,Long,1,1,8
306,02/04/2021,IND,1073533,-0.81,40794.25,11,8,4,4,3,0,D,Shares,scalping,Long,2,1,9
307,27/06/2021,IND,977940,0.5,-31783.05,30,11,10,1,1,0,A,FnO,scalping,Short,4,1,6
308,14/06/2021,IND,168452,-0.05,4042.85,17,46,33,13,6,11,C,FnO,swing,Long,3,2,6
309,21/06/2021,IND,389447,0.3,-9541.45,7,30,21,9,10,8,B,FnO,intraday,Long,3,2,7
310,19/04/2021,IND,509718,-0.85,-24976.18,12,41,20,21,17,0,D,Shares,swing,Short,3,2,2
311,11/07/2021,IND,653049,-0.6,-21224.09,32,28,21,7,19,2,C,Shares,intraday,Short,4,2,6
312,26/05/2021,IND,205135,-0.14,-3384.73,14,45,43,2,40,2,D,Forex,scalping,Short,2,1,9
313,06/07/2021,IND,141622,0.25,-6797.86,23,48,5,43,5,42,C,Shares,intraday,Long,1,2,10
314,21/04/2021,IND,144401,-0.19,-4043.23,26,11,3,8,2,1,A,Shares,intraday,Long,2,2,3
315,05/05/2021,IND,239593,-0.48,6948.2,50,14,12,2,8,1,D,Shares,intraday,Long,2,2,8
316,30/04/2021,IND,376749,-0.93,18649.08,5,37,27,10,22,7,C,Commodities,scalping,Short,1,1,6
317,22/05/2021,IND,1399974,-0.0,-58798.91,9,37,0,37,0,28,C,Commodities,swing,Long,2,1,5
318,18/07/2021,IND,1382955,-0.68,-64998.89,11,5,4,1,0,1,D,Forex,intraday,Short,2,2,10
319,10/06/2021,IND,818617,0.27,10642.02,39,8,3,5,1,3,D,FnO,positional,Long,1,2,10
320,25/04/2021,IND,205524,-0.0,7398.86,17,41,25,16,2,9,B,Shares,scalping,Long,4,1,2
321,22/04/2021,IND,190994,-0.36,9263.21,36,23,17,6,0,0,B,Commodities,positional,Long,1,1,5
322,18/06/2021,IND,1400829,-0.04,-42725.28,6,18,8,10,3,10,A,FnO,positional,Long,1,2,2
323,10/05/2021,IND,883727,0.12,-34023.49,50,41,15,26,10,26,A,FnO,swing,Long,2,2,10
324,17/07/2021,IND,167779,1.0,6375.6,11,50,21,29,8,28,D,Forex,scalping,Long,2,2,4
325,27/05/2021,IND,71739,-0.67,-3264.12,2,23,12,11,5,11,C, Equity,positional,Long,4,2,7
326,21/06/2021,IND,1190034,0.3,53551.53,33,32,19,13,8,9,A,Commodities,scalping,Short,2,1,6
327,19/06/2021,IND,361815,-0.39,5246.32,11,7,7,0,3,0,B, Equity,positional,Short,3,1,5
328,09/06/2021,IND,284539,-0.61,-11950.64,40,34,3,31,2,19,D,Commodities,intraday,Short,2,2,4
329,06/04/2021,IND,65507,0.32,-2292.74,36,25,14,11,14,10,D,Shares,scalping,Long,4,1,9
330,15/07/2021,IND,1143346,1.02,13148.48,20,17,5,12,4,9,B,FnO,positional,Short,3,2,10
331,06/04/2021,IND,758018,0.32,-31836.76,20,42,28,14,6,9,D,Shares,intraday,Short,3,2,10
332,07/04/2021,IND,293975,-0.48,12199.96,16,11,11,0,11,0,C,FnO,intraday,Long,3,2,9
333,04/04/2021,IND,814950,-0.75,-40747.5,35,11,4,7,0,3,A,Commodities,positional,Short,1,2,3
334,02/04/2021,IND,690132,-0.81,28295.41,48,40,40,0,9,0,A,Forex,swing,Short,1,2,3
335,08/07/2021,IND,1227659,0.01,7979.78,19,34,13,21,2,2,D,Commodities,positional,Short,2,1,1
336,15/05/2021,IND,1239891,0.58,-26037.71,47,21,1,20,1,18,A, Equity,swing,Short,4,1,1
337,06/07/2021,IND,1045040,0.25,49116.88,34,17,2,15,2,7,A,Shares,intraday,Short,4,1,4
338,13/04/2021,IND,472620,-0.03,8979.78,15,43,31,12,15,6,B, Equity,positional,Short,2,2,2
339,21/04/2021,IND,996216,-0.19,-13947.02,38,39,15,24,1,13,B,Shares,intraday,Short,3,2,4
340,14/05/2021,IND,1036564,-1.39,-10883.92,46,34,7,27,6,2,B,Forex,swing,Short,2,2,10
341,22/04/2021,IND,875269,-0.36,-12253.77,25,33,18,15,11,14,D, Equity,swing,Short,4,2,5
342,09/04/2021,IND,324347,0.13,7784.33,21,14,1,13,0,6,B,FnO,swing,Short,4,1,3
343,29/05/2021,IND,868400,-0.13,33867.6,6,49,23,26,14,20,D, Equity,intraday,Short,1,2,3
344,28/05/2021,IND,1249487,-0.15,46855.76,7,18,8,10,2,2,D,FnO,scalping,Long,4,1,2
345,09/07/2021,IND,974254,-0.08,-26791.99,19,36,14,22,5,5,C,Commodities,swing,Long,3,1,2
346,24/05/2021,IND,663343,-0.59,19900.29,29,34,7,27,4,21,A,FnO,intraday,Long,3,2,6
347,10/07/2021,IND,316674,-1.1,5225.12,24,50,29,21,29,14,B,Commodities,scalping,Short,4,1,4
348,04/04/2021,IND,1381862,-0.75,62874.72,13,25,25,0,6,0,D,Commodities,intraday,Long,3,2,7
349,11/04/2021,IND,204196,0.31,1429.37,1,15,13,2,4,2,D,FnO,positional,Short,3,1,7
350,17/07/2021,IND,481872,1.0,11564.93,40,2,1,1,1,1,A,Commodities,intraday,Long,1,1,8
351,25/04/2021,IND,1058147,-0.0,-5819.81,14,12,5,7,2,4,C,FnO,swing,Long,1,2,5
352,05/05/2021,IND,463257,-0.48,9496.77,45,5,2,3,2,2,B,Shares,positional,Long,1,1,9
353,17/04/2021,IND,1207953,-0.73,21743.15,3,31,18,13,10,5,B,Commodities,intraday,Short,2,2,8
354,11/05/2021,IND,1121398,0.42,-7289.09,13,22,19,3,15,0,D, Equity,scalping,Long,4,2,2
355,10/06/2021,IND,496393,0.27,-6949.5,15,10,8,2,8,0,D,Commodities,scalping,Short,1,1,4
356,08/04/2021,IND,623148,0.07,-16825.0,7,5,2,3,2,3,A,Commodities,swing,Long,2,2,8
357,04/05/2021,IND,1112096,-0.21,-15569.34,11,10,4,6,4,2,A,FnO,intraday,Short,3,2,8
358,11/04/2021,IND,592470,0.31,-22810.1,30,7,0,7,0,7,B, Equity,intraday,Short,1,1,2
359,14/06/2021,IND,588804,-0.05,-20902.54,16,37,13,24,12,9,C,Shares,intraday,Short,1,2,7
360,25/06/2021,IND,647304,0.05,23626.6,15,16,13,3,2,0,C,FnO,intraday,Long,4,2,10
361,19/05/2021,IND,317533,-0.47,8255.86,11,19,6,13,2,6,C,Commodities,scalping,Short,3,2,5
362,20/05/2021,IND,452749,-0.46,-7923.11,40,36,14,22,8,13,A, Equity,swing,Long,3,1,2
363,19/06/2021,IND,294731,-0.39,7368.27,33,33,4,29,4,7,C,Forex,scalping,Long,2,1,2
364,29/05/2021,IND,1356037,-0.13,45427.24,15,5,4,1,2,0,B,Forex,swing,Short,1,2,8
365,21/07/2021,IND,938799,-0.09,46939.95,32,1,1,0,0,0,C,Forex,intraday,Long,2,2,9
366,18/04/2021,IND,1343857,-0.09,-47706.92,10,40,12,28,12,25,D,Forex,intraday,Long,4,2,7
367,07/07/2021,IND,1207333,-0.36,17506.33,2,12,10,2,7,0,B,FnO,scalping,Long,4,2,8
368,08/06/2021,IND,425056,-0.81,-8076.06,36,41,18,23,3,18,A,Forex,swing,Short,3,1,1
369,09/05/2021,IND,1287754,-0.84,28330.59,33,17,9,8,6,4,C,Commodities,swing,Short,2,2,5
370,29/06/2021,IND,93755,0.32,-3656.45,32,10,7,3,5,0,D,Shares,scalping,Long,1,2,5
371,11/05/2021,IND,995437,0.42,20904.18,33,42,5,37,5,31,C,Commodities,positional,Long,1,2,9
372,16/06/2021,IND,1364168,0.01,-27283.36,39,25,18,7,10,2,B,Commodities,intraday,Short,3,1,4
373,12/07/2021,IND,821925,0.52,30000.26,44,24,15,9,11,2,B,Commodities,intraday,Short,1,2,2
374,11/05/2021,IND,1387529,0.42,34688.22,11,2,1,1,0,1,D,Forex,intraday,Short,1,1,7
375,08/04/2021,IND,81917,0.07,-3972.97,27,32,7,25,0,5,C,Commodities,intraday,Short,1,1,1
376,12/04/2021,IND,1109808,0.2,-34958.95,35,9,3,6,3,3,B,Forex,scalping,Short,2,1,8
377,15/07/2021,IND,672319,1.02,15799.5,4,29,23,6,3,5,A, Equity,swing,Short,3,2,10
378,03/07/2021,IND,1069139,-0.17,-22451.92,15,8,5,3,2,2,B, Equity,intraday,Short,2,1,2
379,21/05/2021,IND,348644,0.14,11679.57,38,50,42,8,20,4,A,Shares,swing,Long,2,1,7
380,16/07/2021,IND,1015601,-0.57,-42655.24,27,37,17,20,14,19,B,FnO,intraday,Short,4,2,9
381,17/06/2021,IND,1201195,-0.04,33633.46,20,21,9,12,9,8,C,Shares,intraday,Short,2,1,5
382,08/05/2021,IND,1107294,0.39,19931.29,46,26,2,24,1,6,C, Equity,intraday,Long,4,2,8
383,25/04/2021,IND,334591,-0.0,-3513.21,9,33,29,4,17,0,C,Forex,scalping,Short,1,1,3
384,16/07/2021,IND,1362328,-0.57,-17710.26,32,47,21,26,11,19,B,FnO,intraday,Long,3,2,9
385,05/07/2021,IND,1475912,-0.11,40587.58,20,35,11,24,8,11,A,FnO,swing,Short,2,1,9
386,02/07/2021,IND,305686,-0.26,-7183.62,8,40,17,23,14,7,D,Shares,swing,Long,4,2,4
387,09/06/2021,IND,400856,-0.61,8618.4,17,26,21,5,7,0,A,Forex,intraday,Long,2,2,8
388,05/05/2021,IND,673367,-0.48,15487.44,9,8,2,6,2,5,C,Shares,positional,Long,3,1,1
389,25/06/2021,IND,1311264,0.05,-14423.9,37,16,4,12,1,1,A,Forex,positional,Short,4,1,10
390,07/04/2021,IND,1275048,-0.48,21038.29,49,2,2,0,1,0,C, Equity,swing,Short,3,2,7
391,07/05/2021,IND,106874,-0.11,-4542.15,16,39,15,24,7,2,D,FnO,positional,Long,1,2,3
392,02/04/2021,IND,1310494,-0.81,61593.22,1,17,12,5,10,5,A, Equity,positional,Short,2,2,5
393,12/06/2021,IND,783424,-0.84,-15668.48,46,5,1,4,0,2,D,Forex,scalping,Short,3,1,3
394,10/05/2021,IND,1232046,0.12,27105.01,3,46,15,31,11,25,B,FnO,scalping,Short,4,1,7
395,12/05/2021,IND,656522,0.38,18710.88,9,24,22,2,14,0,B, Equity,intraday,Short,3,2,5
396,19/07/2021,IND,353910,-0.16,17164.63,28,41,13,28,12,24,A,Forex,intraday,Short,1,1,6
397,22/04/2021,IND,1183852,-0.36,36107.49,15,25,24,1,17,0,C,Commodities,positional,Long,1,2,6
398,03/07/2021,IND,133986,-0.17,-669.93,24,2,1,1,1,1,D,Commodities,swing,Long,1,1,6
399,23/04/2021,IND,693032,0.95,25295.67,13,22,17,5,7,1,B, Equity,positional,Long,4,2,8
400,13/04/2021,IND,1147116,-0.03,-10897.6,6,8,3,5,1,2,B,Forex,scalping,Short,1,1,5
401,28/05/2021,IND,1386774,-0.15,13867.74,50,14,12,2,10,0,B,Commodities,positional,Short,4,1,7
402,09/06/2021,IND,685125,-0.61,-22609.12,11,14,9,5,9,1,D, Equity,positional,Long,3,2,3
403,19/07/2021,IND,1144217,-0.16,56638.74,12,4,2,2,2,0,B,Commodities,intraday,Long,2,1,8
404,28/06/2021,IND,769443,-0.3,-23852.73,9,7,0,7,0,7,C,Shares,positional,Long,2,2,5
405,19/05/2021,IND,1374446,-0.47,-41920.6,45,39,5,34,0,21,B, Equity,swing,Short,2,1,9
406,10/06/2021,IND,828388,0.27,33549.71,50,37,8,29,4,6,D,Commodities,scalping,Long,2,1,2
407,30/05/2021,IND,733783,0.08,-32286.45,11,4,2,2,2,1,C,Forex,positional,Long,4,2,8
408,04/05/2021,IND,296627,-0.21,-9937.0,43,34,18,16,8,3,C,Forex,scalping,Long,1,2,2
409,11/07/2021,IND,652801,-0.6,26764.84,2,40,8,32,3,31,C,Shares,intraday,Long,4,1,9
410,02/04/2021,IND,897770,-0.81,-13466.55,42,20,19,1,10,1,B,FnO,scalping,Short,1,2,1
411,19/06/2021,IND,1348160,-0.39,49881.92,33,39,7,32,5,26,C,Commodities,swing,Long,1,2,5
412,22/04/2021,IND,991338,-0.36,-19331.09,39,23,3,20,0,1,D, Equity,intraday,Short,2,2,1
413,12/04/2021,IND,1270679,0.2,12706.79,45,27,14,13,6,0,D,FnO,positional,Short,4,1,3
414,13/04/2021,IND,697564,-0.03,-24763.52,46,1,1,0,0,0,B,Forex,positional,Long,1,1,4
415,06/07/2021,IND,616453,0.25,6164.53,44,44,37,7,15,2,C,Shares,intraday,Long,1,2,9
416,18/05/2021,IND,840976,0.44,-29854.65,31,5,5,0,5,0,D,FnO,swing,Short,2,1,1
417,10/07/2021,IND,679827,-1.1,-27193.08,37,21,18,3,1,3,C,Shares,intraday,Long,2,2,7
418,30/06/2021,IND,1190590,0.6,28574.16,20,2,0,2,0,2,D,Forex,scalping,Short,3,1,8
419,23/04/2021,IND,1330840,0.95,9315.88,46,24,14,10,11,2,A,Shares,swing,Long,1,1,2
420,09/04/2021,IND,1091938,0.13,28390.39,32,50,46,4,3,0,A,Shares,scalping,Short,3,2,8
421,26/05/2021,IND,491662,-0.14,-20649.8,28,12,11,1,2,1,B,Commodities,swing,Long,2,1,1
422,30/05/2021,IND,1493338,0.08,-29120.09,8,48,37,11,12,2,B,FnO,intraday,Short,2,2,1
423,08/07/2021,IND,1167282,0.01,40271.23,40,21,15,6,1,1,A,Commodities,intraday,Long,1,1,3
424,08/04/2021,IND,801334,0.07,-18430.68,11,5,5,0,2,0,C,Commodities,positional,Short,3,1,5
425,03/05/2021,IND,175742,-0.02,-3339.1,36,18,16,2,11,1,D, Equity,positional,Long,2,2,3
426,28/06/2021,IND,462121,-0.3,-6238.63,36,31,31,0,9,0,A,Shares,intraday,Long,2,2,1
427,22/06/2021,IND,1366692,0.15,53300.99,19,6,5,1,2,1,C,Forex,swing,Short,2,1,6
428,04/04/2021,IND,978576,-0.75,-48928.8,7,27,11,16,0,0,D,Shares,swing,Short,1,2,7
429,13/04/2021,IND,641918,-0.03,10270.69,24,31,2,29,2,29,D,Shares,scalping,Short,3,2,10
430,20/05/2021,IND,157625,-0.46,3231.31,48,33,7,26,6,15,A,Shares,positional,Long,1,1,4
431,30/06/2021,IND,1099126,0.6,15387.76,16,29,7,22,6,12,D,Shares,scalping,Short,4,2,9
432,06/06/2021,IND,243344,-0.45,-2068.42,50,18,2,16,1,10,A, Equity,positional,Long,4,2,2
433,17/05/2021,IND,871153,1.07,41379.77,22,12,6,6,5,0,C,Shares,swing,Short,4,2,1
434,08/04/2021,IND,189375,0.07,-3882.19,7,4,1,3,1,3,B, Equity,intraday,Long,4,2,9
435,11/07/2021,IND,1212089,-0.6,17575.29,15,16,11,5,4,3,C,Forex,intraday,Long,2,2,10
436,19/07/2021,IND,1423520,-0.16,-63346.64,17,32,9,23,8,5,D,FnO,positional,Long,1,2,3
437,07/07/2021,IND,1126362,-0.36,10137.26,31,31,10,21,0,16,B,Shares,swing,Long,3,1,2
438,02/05/2021,IND,323609,0.08,-8252.03,4,34,28,6,4,5,B,FnO,intraday,Long,1,1,10
439,12/04/2021,IND,374967,0.2,5811.99,48,16,15,1,9,1,A,Shares,positional,Long,4,2,10
440,10/05/2021,IND,532255,0.12,-5056.42,43,25,3,22,2,14,A, Equity,swing,Long,1,2,4
441,18/05/2021,IND,1104050,0.44,-38089.72,28,42,25,17,25,14,B,Shares,scalping,Short,1,1,5
442,26/04/2021,IND,76768,-0.1,-1919.2,26,17,1,16,0,2,A,Forex,positional,Short,3,1,5
443,29/06/2021,IND,690299,0.32,31408.6,36,30,29,1,8,0,B, Equity,swing,Short,1,2,9
444,01/05/2021,IND,220688,-0.44,2979.29,23,16,6,10,6,7,C,Commodities,positional,Long,4,2,10
445,14/06/2021,IND,1314524,-0.05,61125.37,7,22,22,0,17,0,C,Shares,positional,Long,2,2,7
446,08/07/2021,IND,590484,0.01,-7381.05,46,12,8,4,0,3,B,Commodities,positional,Short,1,1,4
447,12/05/2021,IND,431009,0.38,-10559.72,12,20,5,15,0,2,C,FnO,positional,Short,3,1,2
448,06/04/2021,IND,182865,0.32,-8594.66,1,10,0,10,0,3,A,Forex,positional,Short,1,2,7
449,18/06/2021,IND,978465,-0.04,12720.05,27,22,3,19,3,7,C,FnO,intraday,Short,4,1,9
450,30/04/2021,IND,212872,-0.93,-5534.67,6,7,4,3,2,2,B,Shares,scalping,Long,1,2,5
451,15/04/2021,IND,922170,-0.14,-16599.06,24,28,2,26,1,25,C,FnO,scalping,Long,2,2,5
452,23/06/2021,IND,492417,-0.55,-16495.97,5,21,9,12,7,6,D, Equity,swing,Long,1,1,4
453,27/05/2021,IND,901036,-0.67,9911.4,18,49,28,21,19,4,D, Equity,positional,Long,2,2,2
454,13/05/2021,IND,844597,-0.05,-26604.81,50,9,2,7,2,0,D,Shares,positional,Long,1,1,10
455,30/06/2021,IND,911408,0.6,24152.31,8,8,2,6,1,0,C,Forex,positional,Long,2,2,10
456,30/05/2021,IND,1166918,0.08,-26839.11,48,16,2,14,0,3,C, Equity,intraday,Long,1,1,9
457,21/05/2021,IND,1045182,0.14,45988.01,28,46,3,43,2,33,B,Forex,positional,Long,3,2,9
458,22/05/2021,IND,376578,-0.0,-4142.36,26,4,2,2,2,2,A,Commodities,positional,Short,2,2,5
459,04/04/2021,IND,1162069,-0.75,38348.28,42,38,9,29,3,14,C,Commodities,scalping,Long,3,1,3
460,15/04/2021,IND,1205912,-0.14,33162.58,15,27,26,1,18,1,B, Equity,positional,Long,4,2,7
461,23/04/2021,IND,591645,0.95,-10649.61,14,34,9,25,1,7,C, Equity,intraday,Long,2,1,8
462,14/04/2021,IND,83509,1.0,-1837.2,5,7,7,0,2,0,D,Forex,swing,Short,4,1,4
463,06/04/2021,IND,795793,0.32,22282.2,43,34,9,25,4,16,B,Forex,intraday,Long,3,1,8
464,01/05/2021,IND,119375,-0.44,3163.44,46,7,7,0,0,0,C,FnO,swing,Short,4,2,4
465,19/06/2021,IND,935145,-0.39,-30392.21,23,50,27,23,5,17,D, Equity,swing,Short,4,2,5
466,09/07/2021,IND,1478457,-0.08,-51006.77,4,19,11,8,6,6,D,FnO,scalping,Short,4,1,5
467,01/05/2021,IND,1438971,-0.44,16548.17,12,25,12,13,11,3,D,FnO,swing,Long,1,2,7
468,10/05/2021,IND,125164,0.12,-1501.97,12,12,5,7,1,6,B,Shares,intraday,Short,1,2,7
469,17/04/2021,IND,1018766,-0.73,-16809.64,36,17,3,14,3,0,D,Shares,positional,Short,3,2,7
470,12/05/2021,IND,532300,0.38,-17033.6,43,7,4,3,2,3,B, Equity,positional,Long,3,2,8
471,06/05/2021,IND,1349138,-1.01,-23609.92,4,21,16,5,16,3,B, Equity,swing,Long,4,2,5
472,21/06/2021,IND,319895,0.3,-12475.91,30,13,8,5,2,5,B,Shares,intraday,Short,1,2,10
473,02/05/2021,IND,162407,0.08,1055.65,10,3,3,0,0,0,C,Commodities,positional,Short,4,1,9
474,06/07/2021,IND,719956,0.25,-11879.27,49,27,4,23,4,18,B,FnO,swing,Long,1,2,10
475,12/04/2021,IND,234641,0.2,-2815.69,46,33,10,23,5,8,A,Forex,scalping,Short,3,1,4
476,15/06/2021,IND,1273706,0.14,29295.24,3,5,1,4,0,4,D,Shares,scalping,Short,2,1,8
477,02/07/2021,IND,776592,-0.26,30675.38,32,3,0,3,0,1,D,Forex,swing,Short,4,1,10
478,26/04/2021,IND,955958,-0.1,42540.13,3,31,6,25,0,9,A,Forex,swing,Long,3,2,6
479,18/06/2021,IND,1442055,-0.04,30283.15,14,10,2,8,2,7,C,FnO,scalping,Long,1,2,7
480,21/07/2021,IND,342554,-0.09,15072.38,15,47,40,7,20,1,A,FnO,positional,Short,2,1,2
481,12/04/2021,IND,759852,0.2,-30774.01,46,6,3,3,2,0,D,Forex,positional,Long,1,2,8
482,27/06/2021,IND,1223222,0.5,-10397.39,42,8,0,8,0,5,D,Shares,intraday,Long,3,2,2
483,06/07/2021,IND,916135,0.25,43516.41,47,23,20,3,10,3,B,Forex,swing,Long,4,1,6
484,15/05/2021,IND,1152356,0.58,-13252.09,22,32,14,18,11,4,A,Commodities,intraday,Long,4,2,1
485,07/05/2021,IND,925976,-0.11,-38890.99,13,36,31,5,9,0,D,FnO,intraday,Long,1,1,10
486,17/05/2021,IND,487002,1.07,-24106.6,5,30,15,15,12,7,B,Shares,scalping,Long,1,2,8
487,25/06/2021,IND,1283541,0.05,31446.75,38,50,46,4,34,3,D,Forex,swing,Short,4,1,1
488,25/04/2021,IND,1176002,-0.0,-34104.06,17,15,9,6,2,0,D,Commodities,positional,Short,3,2,5
489,03/05/2021,IND,1413064,-0.02,-17663.3,44,15,11,4,7,0,B,Forex,scalping,Long,4,1,9
490,09/07/2021,IND,1052650,-0.08,30526.85,41,25,0,25,0,0,A, Equity,swing,Short,4,2,2
491,20/05/2021,IND,368299,-0.46,1841.49,48,25,16,9,15,8,B, Equity,swing,Long,1,1,6
